年月日,降水量の合計(mm),平均気温(℃)
2017/3/31,6.5,7.6
2017/4/1,3.5,5.0
2017/4/2,0.0,7.2
2017/4/3,1.0,8.6
2017/4/4,0.0,9.8
2017/4/5,0.0,12.5
2017/4/6,0.0,14.5
2017/4/7,0.0,16.7
2017/4/8,3.5,13.8
2017/4/9,2.5,13.0
2017/4/10,0.0,9.3
2017/4/11,37.5,7.4
2017/4/12,0.0,12.3
2017/4/13,0.5,10.9
2017/4/14,0.0,13.2
2017/4/15,0.0,16.3
2017/4/16,0.0,17.5
2017/4/17,7.5,17.0
2017/4/18,16.5,18.1
2017/4/19,0.0,16.1
2017/4/20,0.0,14.2
2017/4/21,0.0,14.0
2017/4/22,12.0,12.9
2017/4/23,0.0,12.9
2017/4/24,0.0,13.2
2017/4/25,0.0,14.0
2017/4/26,0.0,15.1
2017/4/27,0.0,14.6
2017/4/28,0.0,14.4
2017/4/29,0.0,14.8
2017/4/30,0.0,16.2
2017/5/1,0.0,15.7
2017/5/2,0.0,15.8
2017/5/3,0.0,15.3
2017/5/4,0.0,16.4
2017/5/5,0.0,18.3
2017/5/6,0.0,20.7
2017/5/7,0.0,19.7
2017/5/8,0.0,20.2
2017/5/9,0.0,18.0
2017/5/10,4.0,15.7
2017/5/11,0.0,20.3
2017/5/12,0.0,20.6
2017/5/13,28.5,16.7
2017/5/14,0.0,17.5
2017/5/15,0.0,16.5
2017/5/16,0.0,17.7
2017/5/17,0.0,15.9
2017/5/18,0.0,16.9
2017/5/19,0.0,18.9
2017/5/20,0.0,21.4
2017/5/21,0.0,22.8
2017/5/22,0.0,22.6
2017/5/23,0.0,21.6
2017/5/24,0.0,20.5
2017/5/25,2.5,19.2
2017/5/26,20.5,17.3
2017/5/27,1.5,18.4
2017/5/28,0.0,19.9
2017/5/29,0.0,20.4
2017/5/30,0.0,22.4
2017/5/31,0.0,22.9
2017/6/1,1.0,22.0
2017/6/2,0.0,22.0
2017/6/3,0.0,19.3
2017/6/4,0.0,19.3
2017/6/5,0.0,19.1
2017/6/6,0.0,18.5
2017/6/7,0.0,19.3
2017/6/8,0.0,21.5
2017/6/9,0.0,22.4
2017/6/10,0.0,23.0
2017/6/11,0.5,20.2
2017/6/12,6.5,19.0
2017/6/13,11.5,15.6
2017/6/14,0.0,18.8
2017/6/15,0.0,20.2
2017/6/16,0.0,21.7
2017/6/17,0.0,21.2
2017/6/18,1.5,19.3
2017/6/19,0.0,22.8
2017/6/20,0.0,22.2
2017/6/21,59.0,20.5
2017/6/22,0.0,22.3
2017/6/23,0.0,23.6
2017/6/24,0.0,23.0
2017/6/25,2.5,21.5
2017/6/26,0.5,22.7
2017/6/27,0.5,22.4
2017/6/28,5.5,22.2
2017/6/29,0.0,23.8
2017/6/30,4.5,22.6
2017/7/1,6.0,22.3
2017/7/2,2.0,24.7
2017/7/3,0.0,27.0
2017/7/4,46.0,25.2
2017/7/5,0.5,25.3
2017/7/6,0.0,25.3
2017/7/7,0.0,26.3
2017/7/8,0.0,27.0
2017/7/9,0.0,26.9
2017/7/10,0.0,26.7
2017/7/11,0.0,27.0
2017/7/12,0.0,28.2
2017/7/13,0.0,27.7
2017/7/14,0.0,27.3
2017/7/15,0.0,27.8
2017/7/16,0.0,28.0
2017/7/17,0.0,28.9
2017/7/18,25.5,25.2
2017/7/19,0.0,25.3
2017/7/20,0.0,26.9
2017/7/21,0.0,27.9
2017/7/22,0.0,27.9
2017/7/23,0.0,26.2
2017/7/24,0.0,28.3
2017/7/25,42.0,27.6
2017/7/26,14.5,23.9
2017/7/27,0.0,24.0
2017/7/28,0.0,26.5
2017/7/29,19.5,25.4
2017/7/30,10.0,23.8
2017/7/31,0.0,27.1
2017/8/1,8.5,25.3
2017/8/2,0.5,21.8
2017/8/3,0.0,23.4
2017/8/4,0.0,24.7
2017/8/5,0.0,27.3
2017/8/6,0.0,28.1
2017/8/7,14.5,27.3
2017/8/8,0.5,28.2
2017/8/9,0.0,28.7
2017/8/10,5.5,24.6
2017/8/11,10.0,22.1
2017/8/12,9.0,23.7
2017/8/13,3.5,25.5
2017/8/14,4.5,23.4
2017/8/15,34.5,22.3
2017/8/16,28.0,20.8
2017/8/17,1.0,23.6
2017/8/18,1.0,24.6
2017/8/19,33.5,24.9
2017/8/20,10.0,24.1
2017/8/21,0.0,25.7
2017/8/22,0.0,26.8
2017/8/23,0.0,27.2
2017/8/24,0.0,28.2
2017/8/25,0.0,27.7
2017/8/26,0.0,26.9
2017/8/27,0.0,25.1
2017/8/28,0.0,25.0
2017/8/29,0.0,27.0
2017/8/30,43.0,25.5
2017/8/31,0.0,21.6
2017/9/1,4.5,21.1
2017/9/2,18.5,19.4
2017/9/3,0.0,21.7
2017/9/4,0.0,19.9
2017/9/5,0.0,23.0
2017/9/6,6.0,20.9
2017/9/7,0.5,21.5
2017/9/8,0.0,23.5
2017/9/9,0.0,23.4
2017/9/10,0.0,24.2
2017/9/11,0.0,24.1
2017/9/12,0.5,23.0
2017/9/13,0.0,25.1
2017/9/14,0.5,24.8
2017/9/15,0.0,22.4
2017/9/16,10.5,19.0
2017/9/17,50.5,17.8
2017/9/18,19.5,26.3
2017/9/19,0.0,23.2
2017/9/20,0.0,21.4
2017/9/21,0.0,22.1
2017/9/22,7.5,19.9
2017/9/23,17.0,19.2
2017/9/24,0.0,21.1
2017/9/25,0.0,22.8
2017/9/26,0.0,22.4
2017/9/27,2.5,22.1
2017/9/28,13.0,19.1
2017/9/29,0.0,19.1
2017/9/30,0.0,18.7
2017/10/1,0.0,19.5
2017/10/2,2.0,20.3
2017/10/3,0.0,21.6
2017/10/4,0.0,17.9
2017/10/5,0.0,15.3
2017/10/6,26.5,14.6
2017/10/7,24.5,17.9
2017/10/8,0.0,20.5
2017/10/9,0.0,20.6
2017/10/10,0.0,21.8
2017/10/11,0.0,20.6
2017/10/12,0.0,21.5
2017/10/13,8.0,14.4
2017/10/14,11.5,14.0
2017/10/15,13.0,14.2
2017/10/16,30.5,11.9
2017/10/17,7.5,12.5
2017/10/18,0.0,13.4
2017/10/19,31.5,10.4
2017/10/20,13.5,13.9
2017/10/21,19.5,16.0
2017/10/22,145.0,16.6
2017/10/23,124.0,17.1
2017/10/24,0.0,13.8
2017/10/25,7.5,11.9
2017/10/26,0.0,12.7
2017/10/27,0.0,12.9
2017/10/28,9.5,13.4
2017/10/29,76.5,14.2
2017/10/30,0.0,14.6
2017/10/31,0.0,11.9
2017/11/1,0.0,10.6
2017/11/2,0.0,13.4
2017/11/3,1.0,15.3
2017/11/4,1.0,14.5
2017/11/5,0.0,11.3
2018/3/20,12.5,7.2
2018/3/21,23.0,2.8
2018/3/22,25.5,9.2
2018/3/23,6.5,11.0
2018/3/24,0.5,10.1
2018/3/25,0.0,11.0
2018/3/26,0.0,12.3
2018/3/27,0.0,13.5
2018/3/28,0.0,15.4
2018/3/29,0.0,16.6
2018/3/30,0.0,12.4
2018/3/31,0.0,11.0
2018/4/1,0.0,14.1
2018/4/2,0.0,16.7
2018/4/3,0.0,16.7
2018/4/4,0.0,19.0
2018/4/5,0.0,12.3
2018/4/6,2.0,16.9
2018/4/7,0.5,14.5
2018/4/8,0.0,9.7
2018/4/9,0.0,11.8
2018/4/10,0.0,12.4
2018/4/11,0.0,14.7
2018/4/12,0.0,17.1
2018/4/13,0.0,13.2
2018/4/14,0.0,13.6
2018/4/15,7.5,15.1
2018/4/16,0.0,13.7
2018/4/17,3.5,10.9
2018/4/18,15.0,12.3
2018/4/19,0.0,15.0
2018/4/20,0.0,17.5
2018/4/21,0.0,17.8
2018/4/22,0.0,19.7
2018/4/23,0.0,15.7
2018/4/24,0.0,14.4
2018/4/25,33.0,17.6
2018/4/26,0.0,18.0
2018/4/27,0.0,16.7
2018/4/28,0.0,18.8
2018/4/29,0.0,18.7
2018/4/30,0.0,19.4
2018/5/1,0.0,21.4
2018/5/2,0.5,19.1
2018/5/3,13.0,19.7
2018/5/4,0.0,16.5
2018/5/5,0.0,17.3
2018/5/6,0.0,20.0
2018/5/7,19.0,17.7
2018/5/8,13.0,12.0
2018/5/9,25.5,11.4
2018/5/10,5.0,12.3
2018/5/11,0.0,15.2
2018/5/12,0.0,18.3
2018/5/13,36.0,16.0
2018/5/14,0.0,19.3
2018/5/15,0.0,20.5
2018/5/16,0.0,22.4
2018/5/17,0.0,23.6
2018/5/18,0.0,23.1
2018/5/19,1.0,19.5
2018/5/20,0.0,16.4
2018/5/21,0.0,19.5
2018/5/22,0.0,19.7
2018/5/23,4.0,17.2
2018/5/24,1.5,19.7
2018/5/25,0.0,21.0
2018/5/26,0.0,21.0
2018/5/27,0.0,20.7
2018/5/28,0.0,20.3
2018/5/29,0.0,21.6
2018/5/30,8.0,20.3
2018/5/31,0.0,18.5
2018/6/1,0.5,20.9
2018/6/2,0.0,21.4
2018/6/3,0.0,22.1
2018/6/4,0.0,22.8
2018/6/5,0.0,22.6
2018/6/6,12.5,19.6
2018/6/7,1.5,22.0
2018/6/8,2.5,22.8
2018/6/9,0.5,25.4
2018/6/10,14.0,18.4
2018/6/11,40.5,18.4
2018/6/12,3.5,20.1
2018/6/13,0.0,21.1
2018/6/14,0.0,20.0
2018/6/15,3.5,16.5
2018/6/16,1.5,14.8
2018/6/17,0.0,17.2
2018/6/18,0.0,17.8
2018/6/19,0.0,22.1
2018/6/20,20.0,19.9
2018/6/21,0.5,20.6
2018/6/22,0.0,22.8
2018/6/23,9.0,20.0
2018/6/24,0.5,21.3
2018/6/25,0.0,25.8
2018/6/26,0.0,25.0
2018/6/27,0.0,27.4
2018/6/28,0.0,27.0
2018/6/29,0.0,28.2
2018/6/30,0.0,28.4
2018/7/1,0.0,27.4
2018/7/2,0.0,28.2
2018/7/3,0.0,28.0
2018/7/4,0.0,27.5
2018/7/5,0.0,27.4
2018/7/6,20.0,20.7
2018/7/7,0.5,22.9
2018/7/8,0.0,26.2
2018/7/9,0.0,26.7
2018/7/10,0.0,27.5
2018/7/11,0.0,28.1
2018/7/12,1.0,25.6
2018/7/13,0.0,28.2
2018/7/14,0.0,29.7
2018/7/15,0.0,29.0
2018/7/16,0.0,29.6
2018/7/17,0.0,29.8
2018/7/18,0.0,30.2
2018/7/19,0.0,29.2
2018/7/20,0.0,29.5
2018/7/21,0.0,30.1
2018/7/22,0.0,30.8
2018/7/23,0.0,31.9
2018/7/24,0.0,29.9
2018/7/25,0.0,28.8
2018/7/26,0.0,26.2
2018/7/27,0.0,25.2
2018/7/28,72.0,23.4
2018/7/29,4.5,27.2
2018/7/30,0.0,27.3
2018/7/31,0.0,28.3
2018/8/1,0.0,30.0
2018/8/2,0.0,30.3
2018/8/3,9.5,30.1
2018/8/4,0.0,29.0
2018/8/5,0.0,30.2
2018/8/6,14.0,28.4
2018/8/7,16.0,21.7
2018/8/8,23.0,23.9
2018/8/9,5.0,27.3
2018/8/10,0.0,28.9
2018/8/11,16.0,27.4
2018/8/12,1.0,26.5
2018/8/13,2.5,26.6
2018/8/14,0.0,28.3
2018/8/15,0.0,29.0
2018/8/16,0.0,27.4
2018/8/17,0.0,24.9
2018/8/18,0.0,21.9
2018/8/19,0.0,22.6
2018/8/20,0.0,23.1
2018/8/21,0.0,26.7
2018/8/22,0.0,28.7
2018/8/23,2.0,27.8
2018/8/24,26.5,27.8
2018/8/25,0.0,30.6
2018/8/26,0.0,30.4
2018/8/27,9.5,28.4
2018/8/28,0.5,25.2
2018/8/29,0.0,25.3
2018/8/30,0.0,28.0
2018/8/31,1.5,27.3
2018/9/1,56.0,24.0
2018/9/2,23.0,20.8
2018/9/3,5.0,22.4
2018/9/4,19.0,24.7
2018/9/5,25.5,26.8
2018/9/6,0.0,25.0
2018/9/7,0.0,25.6
2018/9/8,2.5,26.9
2018/9/9,1.5,25.7
2018/9/10,20.0,24.7
2018/9/11,3.5,20.6
2018/9/12,0.0,20.0
2018/9/13,0.5,20.6
2018/9/14,8.0,20.7
2018/9/15,11.5,20.3
2018/9/16,0.0,22.7
2018/9/17,0.5,23.9
2018/9/18,0.0,23.5
2018/9/19,0.5,21.6
2018/9/20,12.5,18.9
2018/9/21,20.5,17.3
2018/9/22,0.5,21.4
2018/9/23,0.0,23.1
2018/9/24,0.0,23.6
2018/9/25,53.0,20.1
2018/9/26,30.5,16.5
2018/9/27,22.5,15.4
2018/9/28,0.0,19.5
2018/9/29,11.0,17.5
2018/9/30,59.0,19.3
2018/10/1,12.5,25.6
2018/10/2,0.0,19.9
2018/10/3,0.0,19.7
2018/10/4,0.5,18.9
2018/10/5,11.0,18.3
2018/10/6,0.0,22.8
2018/10/7,0.0,25.6
2018/10/8,0.0,20.4
2018/10/9,0.0,20.4
2018/10/10,0.5,21.0
2018/10/11,1.5,19.2
2018/10/12,1.0,18.4
2018/10/13,0.0,15.6
2018/10/14,18.5,15.3
2018/10/15,0.0,16.7
2018/10/16,0.0,16.5
2018/10/17,0.0,16.7
2018/10/18,0.0,15.9
2018/10/19,0.5,15.2
2018/10/20,0.0,16.0
2018/10/21,0.0,15.3
2018/10/22,0.0,14.3
2018/10/23,0.0,14.4
2018/10/24,0.0,16.9
2018/10/25,0.0,15.8
2018/10/26,0.0,16.0
2018/10/27,5.5,16.9
2018/10/28,0.0,15.7
2018/10/29,0.0,15.7
2018/10/30,0.0,15.5
2018/10/31,0.0,13.4
2018/11/1,0.0,13.2
2018/11/2,0.0,12.3
2018/11/3,0.0,13.0
2018/11/4,1.5,13.4
2018/11/5,0.5,16.5
2019/3/20,0.0,13.4
2019/3/21,0.0,15.4
2019/3/22,0.0,13.1
2019/3/23,0.0,5.9
2019/3/24,0.0,6.0
2019/3/25,0.0,8.2
2019/3/26,0.0,10.8
2019/3/27,0.0,12.9
2019/3/28,0.0,11.3
2019/3/29,0.0,7.0
2019/3/30,4.0,7.3
2019/3/31,1.0,9.1
2019/4/1,1.5,7.4
2019/4/2,0.0,6.0
2019/4/3,0.0,6.5
2019/4/4,0.0,9.0
2019/4/5,0.0,13.5
2019/4/6,0.0,14.0
2019/4/7,0.0,14.0
2019/4/8,16.0,8.2
2019/4/9,0.0,9.1
2019/4/10,24.5,3.5
2019/4/11,0.5,9.1
2019/4/12,0.0,8.3
2019/4/13,0.0,10.8
2019/4/14,0.0,13.0
2019/4/15,0.0,14.6
2019/4/16,0.0,13.9
2019/4/17,0.0,13.2
2019/4/18,0.0,15.9
2019/4/19,0.0,16.7
2019/4/20,0.0,13.7
2019/4/21,0.0,15.9
2019/4/22,0.0,18.5
2019/4/23,0.0,17.9
2019/4/24,1.0,17.3
2019/4/25,3.5,20.0
2019/4/26,2.5,11.6
2019/4/27,7.0,10.0
2019/4/28,0.0,12.0
2019/4/29,0.0,13.9
2019/4/30,24.5,13.7
2019/5/1,14.0,17.0
2019/5/2,0.5,17.2
2019/5/3,0.0,17.1
2019/5/4,9.5,16.2
2019/5/5,0.0,17.1
2019/5/6,0.0,17.2
2019/5/7,0.0,13.7
2019/5/8,0.0,15.0
2019/5/9,0.0,16.3
2019/5/10,0.0,19.3
2019/5/11,0.0,19.8
2019/5/12,0.0,17.2
2019/5/13,0.0,17.3
2019/5/14,0.0,17.0
2019/5/15,0.0,18.1
2019/5/16,0.0,18.6
2019/5/17,0.0,19.1
2019/5/18,0.0,18.6
2019/5/19,0.0,19.4
2019/5/20,1.5,18.6
2019/5/21,96.5,18.4
2019/5/22,0.0,18.3
2019/5/23,0.0,20.1
2019/5/24,0.0,21.4
2019/5/25,0.0,23.0
2019/5/26,0.0,23.9
2019/5/27,0.0,24.8
2019/5/28,0.0,22.4
2019/5/29,0.5,20.3
2019/5/30,0.0,20.2
2019/5/31,0.0,20.1
2019/6/1,0.0,20.7
2019/6/2,0.0,20.9
2019/6/3,0.0,21.7
2019/6/4,0.0,21.5
2019/6/5,0.0,21.4
2019/6/6,0.0,24.9
2019/6/7,21.5,20.2
2019/6/8,0.0,20.7
2019/6/9,11.5,16.4
2019/6/10,93.0,15.7
2019/6/11,5.0,17.9
2019/6/12,1.5,17.6
2019/6/13,0.0,19.9
2019/6/14,0.0,21.1
2019/6/15,56.5,16.3
2019/6/16,8.0,22.2
2019/6/17,0.0,21.8
2019/6/18,0.0,22.1
2019/6/19,0.0,22.8
2019/6/20,0.0,23.0
2019/6/21,6.0,23.1
2019/6/22,8.5,21.2
2019/6/23,1.5,20.0
2019/6/24,25.5,18.6
2019/6/25,0.5,21.6
2019/6/26,0.0,23.5
2019/6/27,0.0,24.2
2019/6/28,32.0,24.5
2019/6/29,11.5,19.5
2019/6/30,4.5,21.3
2019/7/1,1.5,22.4
2019/7/2,0.5,23.3
2019/7/3,0.5,24.0
2019/7/4,36.5,21.2
2019/7/5,0.0,21.1
2019/7/6,13.5,20.5
2019/7/7,16.5,18.9
2019/7/8,0.0,19.9
2019/7/9,0.0,18.6
2019/7/10,0.0,20.0
2019/7/11,2.5,19.2
2019/7/12,3.5,19.3
2019/7/13,0.5,22.3
2019/7/14,27.0,20.7
2019/7/15,18.0,20.4
2019/7/16,28.5,20.1
2019/7/17,0.0,23.5
2019/7/18,9.5,24.3
2019/7/19,3.5,25.4
2019/7/20,0.0,25.7
2019/7/21,1.0,24.4
2019/7/22,2.5,21.7
2019/7/23,0.0,24.7
2019/7/24,0.0,25.7
2019/7/25,0.0,27.0
2019/7/26,13.0,26.8
2019/7/27,21.0,27.5
2019/7/28,14.5,27.6
2019/7/29,0.0,28.6
2019/7/30,0.0,29.0
2019/7/31,0.0,29.9
2019/8/1,12.0,29.1
2019/8/2,0.0,29.4
2019/8/3,0.0,29.2
2019/8/4,0.0,29.0
2019/8/5,0.0,28.9
2019/8/6,0.0,29.3
2019/8/7,0.0,29.4
2019/8/8,0.0,29.3
2019/8/9,0.0,29.4
2019/8/10,0.0,28.7
2019/8/11,0.0,28.7
2019/8/12,0.0,28.5
2019/8/13,0.0,28.0
2019/8/14,16.0,27.6
2019/8/15,9.5,27.5
2019/8/16,0.5,28.4
2019/8/17,0.0,29.4
2019/8/18,0.0,28.6
2019/8/19,77.5,27.1
2019/8/20,27.0,24.9
2019/8/21,1.0,25.7
2019/8/22,0.5,24.7
2019/8/23,5.0,25.0
2019/8/24,0.5,26.4
2019/8/25,3.5,25.1
2019/8/26,13.0,23.7
2019/8/27,0.5,24.3
2019/8/28,8.0,23.1
2019/8/29,0.5,26.5
2019/8/30,11.5,24.4
2019/8/31,0.0,26.2
2019/9/1,0.0,26.6
2019/9/2,0.0,26.7
2019/9/3,3.0,24.3
2019/9/4,0.5,22.2
2019/9/5,0.0,23.5
2019/9/6,0.0,26.6
2019/9/7,0.0,27.3
2019/9/8,16.0,27.1
2019/9/9,75.0,28.3
2019/9/10,3.5,28.2
2019/9/11,17.5,26.3
2019/9/12,0.0,24.5
2019/9/13,0.0,21.1
2019/9/14,0.0,20.5
2019/9/15,0.0,24.5
2019/9/16,16.0,23.3
2019/9/17,0.0,25.4
2019/9/18,6.0,20.8
2019/9/19,0.0,21.3
2019/9/20,0.0,21.9
2019/9/21,0.5,20.3
2019/9/22,16.5,21.3
2019/9/23,2.0,25.0
2019/9/24,0.0,24.4
2019/9/25,0.0,23.0
2019/9/26,0.0,21.7
2019/9/27,0.0,22.4
2019/9/28,0.0,22.9
2019/9/29,0.0,23.2
2019/9/30,0.0,23.7
2019/10/1,0.0,23.2
2019/10/2,0.0,23.2
2019/10/3,0.0,22.9
2019/10/4,10.0,23.4
2019/10/5,0.0,25.0
2019/10/6,0.0,19.8
2019/10/7,7.5,19.2
2019/10/8,1.5,19.5
2019/10/9,0.0,19.2
2019/10/10,1.5,19.0
2019/10/11,18.5,19.2
2019/10/12,342.0,22.3
2019/10/13,0.5,23.5
2019/10/14,7.5,16.1
2019/10/15,2.5,16.9
2019/10/16,0.0,14.6
2019/10/17,6.5,14.9
2019/10/18,13.0,15.1
2019/10/19,29.0,17.4
2019/10/20,0.0,19.5
2019/10/21,8.0,17.4
2019/10/22,58.0,14.9
2019/10/23,0.0,18.0
2019/10/24,1.5,16.8
2019/10/25,107.0,14.5
2019/10/26,0.0,18.2
2019/10/27,0.0,17.0
2019/10/28,0.0,16.1
2019/10/29,12.0,13.6
2019/10/30,0.0,15.7
2019/10/31,0.0,15.6
2019/11/1,0.0,16.2
2019/11/2,0.0,13.8
2019/11/3,18.0,14.2
2019/11/4,0.0,13.9
2019/11/5,0.0,12.4
2020/3/20,0.0,12.5
2020/3/21,0.0,12.0
2020/3/22,0.0,14.8
2020/3/23,0.0,9.2
2020/3/24,0.0,6.7
2020/3/25,0.0,8.1
2020/3/26,0.0,11.8
2020/3/27,0.0,14.3
2020/3/28,9.5,14.9
2020/3/29,45.5,2.8
2020/3/30,0.0,5.5
2020/3/31,0.5,7.8
2020/4/1,23.5,10.3
2020/4/2,0.0,12.9
2020/4/3,0.0,10.7
2020/4/4,0.0,13.7
2020/4/5,0.0,9.5
2020/4/6,0.0,10.5
2020/4/7,0.0,10.7
2020/4/8,0.0,12.4
2020/4/9,3.5,11.5
2020/4/10,0.0,9.4
2020/4/11,0.0,10.8
2020/4/12,2.5,9.1
2020/4/13,88.0,7.3
2020/4/14,0.5,10.0
2020/4/15,0.0,12.1
2020/4/16,2.0,10.8
2020/4/17,0.0,11.1
2020/4/18,132.5,11.7
2020/4/19,0.0,13.8
2020/4/20,9.5,9.0
2020/4/21,0.0,13.9
2020/4/22,0.0,12.5
2020/4/23,0.0,10.5
2020/4/24,3.0,10.5
2020/4/25,0.0,11.0
2020/4/26,0.0,15.6
2020/4/27,20.0,11.5
2020/4/28,1.0,11.7
2020/4/29,0.0,13.8
2020/4/30,0.0,16.2
2020/5/1,0.0,17.9
2020/5/2,0.0,20.1
2020/5/3,0.0,20.3
2020/5/4,2.0,18.7
2020/5/5,25.5,20.0
2020/5/6,14.5,14.4
2020/5/7,0.0,15.7
2020/5/8,0.0,14.7
2020/5/9,1.5,15.1
2020/5/10,0.0,19.3
2020/5/11,0.0,22.8
2020/5/12,0.0,20.1
2020/5/13,0.0,20.1
2020/5/14,0.0,19.4
2020/5/15,0.0,20.0
2020/5/16,10.0,17.6
2020/5/17,0.0,20.9
2020/5/18,2.5,18.3
2020/5/19,48.5,16.6
2020/5/20,7.0,11.7
2020/5/21,3.0,11.0
2020/5/22,0.0,15.1
2020/5/23,0.0,18.4
2020/5/24,0.0,19.9
2020/5/25,0.0,20.6
2020/5/26,0.5,20.2
2020/5/27,0.0,20.7
2020/5/28,6.0,19.5
2020/5/29,0.0,19.9
2020/5/30,0.0,20.7
2020/5/31,0.0,19.7
2020/6/1,4.5,18.3
2020/6/2,1.0,21.2
2020/6/3,0.0,23.2
2020/6/4,0.0,22.8
2020/6/5,0.0,23.6
2020/6/6,33.0,23.0
2020/6/7,0.0,21.9
2020/6/8,0.0,22.4
2020/6/9,0.0,24.6
2020/6/10,0.0,25.3
2020/6/11,2.0,24.3
2020/6/12,7.5,25.4
2020/6/13,60.5,20.7
2020/6/14,2.5,20.9
2020/6/15,0.5,25.5
2020/6/16,0.5,24.5
2020/6/17,0.0,23.3
2020/6/18,2.0,21.4
2020/6/19,32.5,18.0
2020/6/20,0.0,22.2
2020/6/21,1.0,20.6
2020/6/22,13.5,18.8
2020/6/23,1.5,21.6
2020/6/24,0.0,22.1
2020/6/25,9.5,20.1
2020/6/26,0.0,23.6
2020/6/27,0.0,25.1
2020/6/28,42.0,22.1
2020/6/29,0.0,24.1
2020/6/30,14.5,23.2
2020/7/1,25.0,24.4
2020/7/2,0.5,26.0
2020/7/3,11.0,23.3
2020/7/4,30.5,20.6
2020/7/5,0.5,23.5
2020/7/6,9.5,23.7
2020/7/7,1.5,26.2
2020/7/8,20.0,24.3
2020/7/9,14.5,22.9
2020/7/10,2.0,23.9
2020/7/11,6.5,25.2
2020/7/12,0.0,25.4
2020/7/13,3.0,20.4
2020/7/14,6.5,20.6
2020/7/15,5.5,19.5
2020/7/16,0.5,20.2
2020/7/17,16.5,19.2
2020/7/18,8.0,20.1
2020/7/19,0.0,23.8
2020/7/20,18.5,25.4
2020/7/21,2.5,24.2
2020/7/22,43.5,25.7
2020/7/23,35.0,22.0
2020/7/24,1.5,23.5
2020/7/25,53.5,23.2
2020/7/26,27.0,23.5
2020/7/27,2.0,24.3
2020/7/28,4.5,24.4
2020/7/29,1.0,21.8
2020/7/30,0.5,22.3
2020/7/31,0.5,24.5
2020/8/1,1.0,25.4
2020/8/2,0.0,25.4
2020/8/3,0.0,26.4
2020/8/4,0.0,27.3
2020/8/5,0.0,28.5
2020/8/6,0.0,27.8
2020/8/7,0.0,28.9
2020/8/8,0.0,27.2
2020/8/9,0.0,27.5
2020/8/10,0.0,29.0
2020/8/11,0.0,31.2
2020/8/12,4.0,28.3
2020/8/13,0.5,28.7
2020/8/14,0.0,28.7
2020/8/15,0.0,30.2
2020/8/16,0.0,30.6
2020/8/17,0.0,29.3
2020/8/18,0.0,29.6
2020/8/19,0.0,28.5
2020/8/20,0.0,28.8
2020/8/21,0.0,29.3
2020/8/22,0.5,28.3
2020/8/23,0.0,25.9
2020/8/24,0.0,27.2
2020/8/25,0.0,27.3
2020/8/26,3.0,28.4
2020/8/27,2.5,28.4
2020/8/28,0.0,28.8
2020/8/29,0.0,29.2
2020/8/30,0.0,29.1
2020/8/31,4.5,26.9
2020/9/1,1.5,23.5
2020/9/2,23.5,26.0
2020/9/3,7.0,27.4
2020/9/4,0.0,27.4
2020/9/5,12.0,27.6
2020/9/6,24.0,24.7
2020/9/7,7.0,24.7
2020/9/8,0.0,27.7
2020/9/9,0.5,27.3
2020/9/10,0.0,26.1
2020/9/11,0.0,27.0
2020/9/12,21.0,22.8
2020/9/13,1.0,22.3
2020/9/14,2.5,22.2
2020/9/15,0.0,23.0
2020/9/16,2.5,22.6
2020/9/17,0.0,23.9
2020/9/18,0.0,25.8
2020/9/19,0.0,23.0
2020/9/20,0.5,20.3
2020/9/21,0.0,20.5
2020/9/22,0.5,21.4
2020/9/23,8.5,19.0
2020/9/24,5.0,18.1
2020/9/25,14.5,18.7
2020/9/26,8.0,17.5
2020/9/27,6.5,18.6
2020/9/28,0.0,20.2
2020/9/29,0.0,18.2
2020/9/30,0.0,18.3
2020/10/1,0.5,18.0
2020/10/2,0.0,19.6
2020/10/3,0.0,20.1
2020/10/4,0.0,19.7
2020/10/5,0.0,20.0
2020/10/6,0.0,19.0
2020/10/7,7.5,17.2
2020/10/8,51.5,13.8
2020/10/9,36.5,13.8
2020/10/10,68.5,15.5
2020/10/11,0.5,19.5
2020/10/12,0.0,19.9
2020/10/13,0.0,20.5
2020/10/14,0.0,18.4
2020/10/15,0.0,16.2
2020/10/16,0.0,14.5
2020/10/17,17.5,11.6
2020/10/18,0.0,13.2
2020/10/19,6.0,12.0
2020/10/20,0.0,13.6
2020/10/21,0.0,14.5
2020/10/22,0.0,15.6
2020/10/23,8.5,16.1
2020/10/24,0.0,15.5
2020/10/25,0.0,13.4
2020/10/26,0.0,15.3
2020/10/27,0.0,14.3
2020/10/28,0.0,14.9
2020/10/29,0.0,15.1
2020/10/30,0.0,13.2
2020/10/31,0.0,11.0
2020/11/1,0.0,12.5
2020/11/2,0.5,13.5
2020/11/3,4.0,14.2
2020/11/4,0.0,12.0
2020/11/5,0.0,11.3
2021/3/20,0.0,11.9
2021/3/21,26.5,13.9
2021/3/22,1.0,10.3
2021/3/23,0.0,8.8
2021/3/24,0.0,11.0
2021/3/25,0.0,11.5
2021/3/26,0.0,12.3
2021/3/27,0.0,11.6
2021/3/28,0.0,14.4
2021/3/29,29.0,16.3
2021/3/30,0.0,16.7
2021/3/31,0.0,16.5
2021/4/1,0.0,15.5
2021/4/2,0.0,14.6
2021/4/3,0.0,15.5
2021/4/4,2.5,15.2
2021/4/5,2.5,12.3
2021/4/6,0.0,9.3
