年月日,観客数,試合時間,年,月,日,降水量の合計(mm),平均気温(℃),スコア(ホーム),スコア(相手),スコア(合計),スコア(差),直前試合のスコア(ホーム),直前試合のスコア(相手),直前試合のスコア(合計),直前試合のスコア(差),月別平均観客数,日別平均観客数,勝敗_○,勝敗_●,直前試合の勝敗_○,直前試合の勝敗_●,対戦相手_オリックス,対戦相手_ソフトバンク,対戦相手_ヤクルト,対戦相手_ロッテ,対戦相手_中日,対戦相手_巨人,対戦相手_広島,対戦相手_日本ハム,対戦相手_楽天,対戦相手_阪神,先発投手_今井,先発投手_十亀,先発投手_多和田,先発投手_岸,先発投手_帆足,先発投手_涌井,先発投手_牧田,先発投手_石井一,先発投手_菊池,先発投手_西口,先発投手_野上,球場_大宮,球場_新潟,球場_東京ドーム,球場_皇子山,球場_県営大宮,球場_西武ドーム,球場_那覇,曜日_日,曜日_月,曜日_木,曜日_水,曜日_火,曜日_金
2020/9/22,9471,199,2020,9,22,0.5,21.4,1,5,6,-4,1,8,9,-7,20473.55,19673.16,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2020/9/23,6612,215,2020,9,23,8.5,19.0,6,5,11,1,1,5,6,-4,20473.55,21263.5,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020/9/24,6438,213,2020,9,24,5.0,18.1,2,12,14,-10,6,5,11,1,20473.55,18457.52,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020/9/25,7691,197,2020,9,25,14.5,18.7,5,4,9,1,2,12,14,-10,20473.55,19019.58,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2020/9/26,9401,212,2020,9,26,8.0,17.5,5,1,6,4,5,4,9,1,20473.55,19753.74,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020/9/27,9412,196,2020,9,27,6.5,18.6,6,2,8,4,5,1,6,4,20473.55,21138.49,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2020/10/6,6336,230,2020,10,6,0.0,19.0,3,1,4,2,6,2,8,4,16821.42,19710.77,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2020/10/7,6414,234,2020,10,7,7.5,17.2,4,3,7,1,3,1,4,2,16821.42,18786.29,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020/10/8,6597,219,2020,10,8,51.5,13.8,4,4,8,0,4,3,7,1,16821.42,17143.54,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020/10/16,8440,205,2020,10,16,0.0,14.5,2,1,3,1,4,4,8,0,16821.42,20196.04,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2020/10/17,11169,183,2020,10,17,17.5,11.6,1,4,5,-3,2,1,3,1,16821.42,20806.97,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020/10/18,11117,149,2020,10,18,0.0,13.2,3,2,5,1,1,4,5,-3,16821.42,19713.64,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2020/10/20,7668,174,2020,10,20,0.0,13.6,2,1,3,1,3,2,5,1,16821.42,20765.17,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2020/10/21,8147,191,2020,10,21,0.0,14.5,2,1,3,1,2,1,3,1,16821.42,20805.45,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020/10/22,8264,202,2020,10,22,0.0,15.6,7,4,11,3,2,1,3,1,16821.42,19673.16,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020/10/27,4480,184,2020,10,27,0.0,14.3,4,3,7,1,7,4,11,3,16821.42,21138.49,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2020/10/28,4776,187,2020,10,28,0.0,14.9,4,3,7,1,4,3,7,1,16821.42,20998.5,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2020/10/29,5645,233,2020,10,29,0.0,15.1,5,13,18,-8,4,3,7,1,16821.42,22562.68,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2020/10/30,7789,197,2020,10,30,0.0,13.2,3,4,7,-1,5,13,18,-8,16821.42,21898.1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2020/10/31,11276,182,2020,10,31,0.0,11.0,2,11,13,-9,3,4,7,-1,16821.42,21679.45,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020/11/1,11331,175,2020,11,1,0.0,12.5,3,1,4,2,2,11,13,-9,11040.75,22001.45,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2020/11/2,10139,181,2020,11,2,0.5,13.5,4,0,4,4,3,1,4,2,11040.75,20570.03,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2020/11/3,11392,212,2020,11,3,4.0,14.2,5,4,9,1,4,0,4,4,11040.75,21970.81,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2020/11/4,11301,182,2020,11,4,0.0,12.0,10,3,13,7,5,4,9,1,11040.75,22697.37,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021/3/26,9599,150,2021,3,26,0.0,12.3,4,3,7,1,10,3,13,7,23307.61,19753.74,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2021/3/27,9525,184,2021,3,27,0.0,11.6,2,3,5,-1,4,3,7,1,23307.61,21138.49,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/3/28,9517,171,2021,3,28,0.0,14.4,5,1,6,4,2,3,5,-1,23307.61,20998.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2021/4/6,8608,192,2021,4,6,0.0,9.3,2,13,15,-11,5,1,6,4,17693.64,19710.77,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2021/4/7,7390,219,2021,4,7,0.0,12.0,3,6,9,-3,2,13,15,-11,17693.64,18786.29,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021/4/8,6653,163,2021,4,8,0.0,12.6,0,4,4,-4,3,6,9,-3,17693.64,17143.54,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021/4/13,5900,204,2021,4,13,0.0,14.0,2,3,5,-1,0,4,4,-4,17693.64,19970.56,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2021/4/14,6079,200,2021,4,14,16.0,13.8,2,1,3,1,2,3,5,-1,17693.64,20046.41,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021/4/16,9238,153,2021,4,16,0.0,12.4,2,1,3,1,2,1,3,1,17693.64,20196.04,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2021/4/17,9461,179,2021,4,17,39.0,13.3,1,7,8,-6,2,1,3,1,17693.64,20806.97,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/4/18,9468,187,2021,4,18,4.5,14.3,4,4,8,0,1,7,8,-6,17693.64,19713.64,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2021/4/27,9272,149,2021,4,27,0.0,12.5,3,1,4,2,4,4,8,0,17693.64,21138.49,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2021/4/28,7829,185,2021,4,28,0.0,16.7,3,2,5,1,3,1,4,2,17693.64,20998.5,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021/4/29,12850,180,2021,4,29,17.5,15.7,2,5,7,-3,3,2,5,1,17693.64,22562.68,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021/5/3,13195,195,2021,5,3,0.0,14.6,3,6,9,-3,2,5,7,-3,22741.88,21970.81,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2021/5/4,11592,238,2021,5,4,0.0,16.4,6,6,12,0,3,6,9,-3,22741.88,22697.37,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2021/5/5,9616,184,2021,5,5,0.0,17.2,6,2,8,4,6,6,12,0,22741.88,23356.53,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021/5/18,9749,169,2021,5,18,2.0,18.8,2,8,10,-6,6,2,8,4,22741.88,19713.64,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2021/5/19,7167,250,2021,5,19,8.0,16.5,5,6,11,-1,2,8,10,-6,22741.88,19628.91,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021/5/20,7587,185,2021,5,20,2.5,17.8,7,2,9,5,5,6,11,-1,22741.88,20765.17,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021/5/21,7657,198,2021,5,21,7.5,19.1,7,1,8,6,7,2,9,5,22741.88,20805.45,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2021/5/22,10047,189,2021,5,22,6.5,18.1,8,1,9,7,7,1,8,6,22741.88,19673.16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/5/23,9127,204,2021,5,23,0.0,18.3,3,10,13,-7,8,1,9,7,22741.88,21263.5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2021/5/28,4751,230,2021,5,28,0.0,19.3,7,10,17,-3,3,10,13,-7,22741.88,20998.5,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2021/5/29,4810,195,2021,5,29,0.0,21.4,1,0,1,1,7,10,17,-3,22741.88,22562.68,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/5/30,4763,235,2021,5,30,7.0,20.2,8,9,17,-1,1,0,1,1,22741.88,21898.1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2021/6/8,7780,194,2021,6,8,0.0,22.7,8,3,11,5,8,9,17,-1,22359.4,17143.54,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2021/6/9,7930,207,2021,6,9,0.0,23.4,8,8,16,0,8,3,11,5,22359.4,18510.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021/6/10,7459,194,2021,6,10,0.0,23.0,5,3,8,2,8,8,16,0,22359.4,17777.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021/6/11,9683,209,2021,6,11,0.0,22.7,5,6,11,-1,5,3,8,2,22359.4,21121.18,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2021/6/12,13125,190,2021,6,12,0.0,22.0,7,3,10,4,5,6,11,-1,22359.4,20345.97,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/6/13,13060,160,2021,6,13,0.5,22.7,4,3,7,1,7,3,10,4,22359.4,19970.56,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2021/6/18,4857,201,2021,6,18,0.0,21.6,0,5,5,-5,4,3,7,1,22359.4,19713.64,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2021/6/19,7597,172,2021,6,19,10.0,19.6,7,2,9,5,0,5,5,-5,22359.4,19628.91,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/6/20,7726,193,2021,6,20,6.0,22.3,3,3,6,0,7,2,9,5,22359.4,20765.17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2021/6/22,8420,169,2021,6,22,0.0,22.5,2,0,2,2,3,3,6,0,22359.4,19673.16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2021/6/23,10292,223,2021,6,23,34.5,20.5,4,6,10,-2,2,0,2,2,22359.4,21263.5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021/7/2,10068,205,2021,7,2,56.0,20.2,3,5,8,-2,4,6,10,-2,19106.44,20570.03,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2021/7/3,13119,153,2021,7,3,24.5,21.8,0,8,8,-8,3,5,8,-2,19106.44,21970.81,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/7/4,13231,158,2021,7,4,18.5,19.5,2,3,5,-1,0,8,8,-8,19106.44,22697.37,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2021/7/13,13399,203,2021,7,13,0.5,24.3,6,7,13,-1,2,3,5,-1,19106.44,19970.56,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2021/7/14,9893,152,2021,7,14,4.5,24.2,8,3,11,5,6,7,13,-1,19106.44,20046.41,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021/8/13,7477,204,2021,8,13,32.0,20.9,0,5,5,-5,8,3,11,5,20720.23,19970.56,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2021/8/14,7340,205,2021,8,14,28.0,20.4,6,7,13,-1,0,5,5,-5,20720.23,20046.41,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/8/15,7291,178,2021,8,15,44.5,18.9,10,2,12,8,6,7,13,-1,20720.23,21160.21,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2021/8/24,8899,229,2021,8,24,0.5,26.4,4,4,8,0,10,2,12,8,20720.23,18457.52,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2021/8/25,8485,196,2021,8,25,0.0,27.5,1,6,7,-5,4,4,8,0,20720.23,19019.58,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021/8/26,8621,202,2021,8,26,0.0,29.6,3,0,3,3,1,6,7,-5,20720.23,19753.74,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021/8/27,8509,232,2021,8,27,0.0,29.3,2,7,9,-5,3,0,3,3,20720.23,21138.49,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2021/8/28,9019,221,2021,8,28,0.0,28.9,8,8,16,0,2,7,9,-5,20720.23,20998.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/8/29,9039,184,2021,8,29,0.0,27.1,0,6,6,-6,8,8,16,0,20720.23,22562.68,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2021/9/7,5030,194,2021,9,7,0.0,19.5,6,5,11,1,0,6,6,-6,20473.55,18786.29,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2021/9/8,4353,168,2021,9,8,0.0,19.3,0,9,9,-9,6,5,11,1,20473.55,17143.54,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021/9/10,4512,180,2021,9,10,0.0,24.0,1,7,8,-6,0,9,9,-9,20473.55,17777.52,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2021/9/11,7740,172,2021,9,11,0.5,23.3,7,0,7,7,1,7,8,-6,20473.55,21121.18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/9/12,7261,167,2021,9,12,0.0,23.1,3,1,4,2,7,0,7,7,20473.55,20345.97,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2021/9/14,8667,170,2021,9,14,4.0,21.7,3,1,4,2,3,1,4,2,20473.55,20046.41,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2021/9/15,8806,198,2021,9,15,3.5,22.4,3,3,6,0,3,1,4,2,20473.55,21160.21,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021/9/16,8553,182,2021,9,16,0.0,21.5,1,3,4,-2,3,3,6,0,20473.55,20196.04,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021/9/22,8756,211,2021,9,22,1.0,24.1,2,4,6,-2,1,3,4,-2,20473.55,19673.16,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2021/9/23,9396,197,2021,9,23,0.0,24.9,4,3,7,1,2,4,6,-2,20473.55,21263.5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021/9/24,8957,219,2021,9,24,0.0,23.5,5,4,9,1,4,3,7,1,20473.55,18457.52,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2021/9/25,9221,176,2021,9,25,0.0,20.6,1,3,4,-2,5,4,9,1,20473.55,19019.58,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/9/26,9234,192,2021,9,26,0.0,18.3,4,8,12,-4,1,3,4,-2,20473.55,19753.74,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2021/10/7,8709,192,2021,10,7,0.0,19.1,7,0,7,7,4,8,12,-4,16821.42,18786.29,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2021/10/8,9099,192,2021,10,8,0.0,22.8,6,2,8,4,7,0,7,7,16821.42,17143.54,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2021/10/9,9301,201,2021,10,9,0.0,21.2,1,2,3,-1,6,2,8,4,16821.42,18510.93,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2021/10/10,9435,200,2021,10,10,0.0,21.1,3,2,5,1,1,2,3,-1,16821.42,17777.52,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2021/10/18,9106,185,2021,10,18,0.0,11.9,1,2,3,-1,3,2,5,1,16821.42,19713.64,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
2021/10/19,9523,216,2021,10,19,2.5,12.6,2,6,8,-4,1,2,3,-1,16821.42,19628.91,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2021/10/20,10918,177,2021,10,20,0.0,15.0,7,5,12,2,2,6,8,-4,16821.42,20765.17,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2022/3/25,22646,168,2022,3,25,0.0,10.6,0,6,6,-6,7,5,12,2,23307.61,19019.58,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2022/3/26,18109,157,2022,3,26,0.5,13.8,5,0,5,5,0,6,6,-6,23307.61,19753.74,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022/3/27,15655,195,2022,3,27,0.0,14.9,7,6,13,1,5,0,5,5,23307.61,21138.49,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2022/4/8,9502,181,2022,4,8,0.0,13.9,1,8,9,-7,7,6,13,1,17693.64,17143.54,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2022/4/9,15666,242,2022,4,9,0.0,15.7,0,0,0,0,1,8,9,-7,17693.64,18510.93,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2022/4/10,21115,197,2022,4,10,0.0,18.0,6,0,6,6,0,0,0,0,17693.64,17777.52,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2022/4/12,10349,177,2022,4,12,0.0,18.3,0,3,3,-3,6,0,6,6,17693.64,20345.97,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2022/4/13,10179,152,2022,4,13,0.0,19.8,4,3,7,1,0,3,3,-3,17693.64,19970.56,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2022/4/19,7241,155,2022,4,19,1.0,13.8,4,0,4,4,4,3,7,1,17693.64,19628.91,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
